,Unnamed: 0,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,state,fips
0,"California: Summary level: 040, state:06",23322954,2246353,281908,4900963,142932,4885973,1568280,37349363,774009,445348,167791,877602,575131,322267,59292.0,26713.0,6800.0,72470.0,38722.0,19377.0,6633.0,3474.0,363.0,6751.0,3910.0,975.0,142366.0,74931.0,25300.0,175626.0,110174.0,42108.0,2699.0,1060.0,179.0,3406.0,1234.0,225.0,55509.0,23467.0,6875.0,68288.0,35424.0,14595.0,19753,11008,2860,26641,13761,4378,194926,95401,29503,247695,135870,54335,California,06
1,"Alabama: Summary level: 040, state:01",3324276,1262980,27768,52789,606,51693,65186,4785298,139539,71760,18807,158930,100406,42480,27364.0,13256.0,3864.0,37519.0,24020.0,9703.0,564.0,89.0,0.0,537.0,500.0,97.0,937.0,179.0,51.0,1405.0,691.0,79.0,,,,,,,54.0,310.0,59.0,92.0,396.0,0.0,1309,612,119,1324,684,185,1184,716,9,815,1299,205,Alabama,01
2,"Alaska: Summary level: 040, state:02",481446,24711,104539,39118,7638,6496,50037,713985,14112,5308,1224,12432,6009,2016,273.0,138.0,0.0,314.0,454.0,0.0,1694.0,822.0,112.0,2504.0,1127.0,259.0,706.0,183.0,101.0,1050.0,640.0,275.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,47.0,482,252,17,211,137,21,283,0,114,372,169,61,Alaska,02
3,"Arizona: Summary level: 040, state:04",5095378,264009,285768,174039,12180,412806,169557,6413737,215146,118687,36142,235932,140572,61401,5599.0,1723.0,585.0,5249.0,2734.0,1216.0,4653.0,2442.0,1026.0,7139.0,3134.0,1488.0,4254.0,1472.0,210.0,5577.0,2669.0,630.0,,,,,,,6758.0,2119.0,454.0,6925.0,2402.0,1094.0,1250,805,209,2797,1121,376,27619,12577,2657,33030,16586,5361,Arizona,04
4,"Arkansas: Summary level: 040, state:05",2289695,464411,18625,33240,5090,61388,49157,2921606,98742,51129,14948,109641,67713,32665,10527.0,4101.0,1424.0,11555.0,7784.0,3486.0,115.0,47.0,25.0,420.0,86.0,36.0,495.0,0.0,10.0,553.0,253.0,0.0,,,,,,,340.0,0.0,60.0,637.0,263.0,54.0,1223,146,14,907,514,47,772,408,121,1277,745,164,Arkansas,05
5,"Colorado: Summary level: 040, state:08",4208365,198117,49608,133796,4922,282026,172237,5049071,135279,66813,23497,148268,88569,44437,3790.0,2090.0,360.0,4509.0,2651.0,1188.0,1052.0,352.0,138.0,1061.0,457.0,0.0,2321.0,1122.0,340.0,3256.0,2568.0,433.0,,,,,,,3531.0,1575.0,234.0,3723.0,1496.0,484.0,1927,543,168,2072,720,559,15869,6842,1957,17202,8700,3845,Colorado,08
6,"Connecticut: Summary level: 040, state:09",2797956,356880,5634,134338,1317,189961,90987,3577073,105392,63377,24879,121088,84899,58818,8005.0,2688.0,1020.0,11783.0,6426.0,1652.0,,,,,,,2682.0,704.0,263.0,2783.0,1135.0,316.0,,,,,,,2612.0,192.0,0.0,2043.0,1364.0,242.0,864,274,51,784,540,172,6984,1236,716,8079,4110,615,Connecticut,09
7,"Delaware: Summary level: 040, state:10",636052,191626,2470,27482,1191,17852,23096,899769,28307,15336,4536,31820,19640,9618,4373.0,1975.0,462.0,5702.0,2421.0,1170.0,,,,,,,740.0,149.0,67.0,758.0,347.0,182.0,,,,,,,144.0,0.0,0.0,94.0,15.0,0.0,364,0,55,197,271,283,958,62,70,576,525,307,Delaware,10
8,"District of Columbia: Summary level: 040, state:11",242905,309221,1927,21552,233,16825,11790,604453,6687,3102,1036,6703,3195,2375,8973.0,4734.0,2025.0,13343.0,9149.0,4719.0,,,,,,,289.0,48.0,116.0,589.0,85.0,230.0,,,,,,,369.0,0.0,0.0,45.0,108.0,0.0,133,156,0,146,424,176,908,141,0,1096,286,338,District of Columbia,11
9,"Florida: Summary level: 040, state:12",14411461,2997377,67854,452580,11525,495530,406999,18843326,713637,442465,153629,806689,542447,261821,67478.0,29760.0,6987.0,84471.0,46738.0,17509.0,1747.0,653.0,0.0,1537.0,68.0,204.0,12876.0,4198.0,830.0,16930.0,6155.0,1216.0,417.0,26.0,0.0,161.0,0.0,74.0,9677.0,2027.0,1395.0,8776.0,4755.0,1405.0,5048,3712,1203,9240,3961,1277,105592,62001,15812,138285,86039,34131,Florida,12
10,"Georgia: Summary level: 040, state:13",5895315,2976758,22055,316098,2533,320937,178891,9712587,214189,101405,27116,241459,140738,64018,55789.0,19256.0,5457.0,76490.0,37135.0,18324.0,421.0,259.0,0.0,482.0,130.0,14.0,6349.0,1761.0,513.0,7907.0,2802.0,807.0,,,,,,,1588.0,260.0,177.0,1441.0,655.0,44.0,1484,974,0,2780,1139,345,5227,1870,1052,7578,3291,644,Georgia,13
11,"Hawaii: Summary level: 040, state:15",335563,20345,2660,530937,134881,15126,324109,1363621,15419,7316,2148,13650,7038,3871,563.0,93.0,65.0,174.0,168.0,52.0,,,,,,,23381.0,16473.0,7911.0,28742.0,25185.0,13924.0,2768.0,1654.0,168.0,3511.0,1803.0,427.0,444.0,120.0,0.0,523.0,230.0,23.0,6852,1813,625,6670,2583,1501,2260,753,174,2379,1108,125,Hawaii,15
12,"Idaho: Summary level: 040, state:16",1449223,8871,21791,18718,2095,34159,36593,1571450,52317,26303,9227,54718,31895,16260,,,,,,,553.0,165.0,109.0,558.0,220.0,0.0,306.0,341.0,161.0,441.0,354.0,171.0,,,,,,,249.0,39.0,0.0,327.0,105.0,15.0,415,310,0,566,213,259,1754,576,425,2095,1113,413,Idaho,16
13,"Illinois: Summary level: 040, state:17",9305662,1866145,29545,590174,4008,805013,242619,12843166,320379,185858,63642,370225,253987,150690,43443.0,20518.0,5487.0,61581.0,33601.0,15989.0,398.0,122.0,0.0,757.0,172.0,0.0,16234.0,6443.0,1473.0,18901.0,7555.0,2806.0,,,,,,,7606.0,3021.0,382.0,8542.0,3634.0,809.0,2743,1040,65,3999,1696,831,24259,11455,1608,28890,13880,4022,Illinois,17
14,"Kentucky: Summary level: 040, state:21",3837101,336561,9201,47895,2290,41764,71454,4346266,143971,71223,19457,162916,100555,46516,6312.0,3804.0,737.0,8285.0,5645.0,2532.0,261.0,0.0,41.0,308.0,30.0,0.0,667.0,316.0,92.0,1111.0,434.0,73.0,,,,,,,55.0,349.0,176.0,277.0,0.0,0.0,951,261,77,1384,477,228,1153,438,211,943,607,0,Kentucky,21
15,"Indiana: Summary level: 040, state:18",5522578,587044,16320,102920,1201,131882,128676,6490621,195617,108077,30033,222352,150070,74335,11166.0,6402.0,1609.0,16765.0,9393.0,3633.0,500.0,80.0,0.0,461.0,180.0,96.0,1233.0,547.0,0.0,1715.0,944.0,99.0,,,,,,,974.0,428.0,0.0,971.0,611.0,258.0,1199,399,162,1890,561,231,3548,1582,541,3952,1947,905,Indiana,18
16,"Iowa: Summary level: 040, state:19",2791596,95190,9147,51756,498,46395,55301,3049883,103437,62064,24123,116099,87706,50750,1049.0,448.0,0.0,1376.0,856.0,534.0,218.0,59.0,0.0,55.0,68.0,0.0,343.0,192.0,0.0,891.0,455.0,34.0,,,,,,,252.0,0.0,52.0,187.0,0.0,0.0,565,246,0,581,146,37,1084,345,135,1100,423,277,Iowa,19
17,"Kansas: Summary level: 040, state:20",2436845,164819,25819,70972,888,70434,89392,2859169,83037,48608,20339,93596,68713,37723,4209.0,1400.0,691.0,4964.0,2617.0,1002.0,296.0,162.0,17.0,328.0,157.0,141.0,1163.0,311.0,51.0,1549.0,552.0,35.0,,,,,,,1005.0,341.0,0.0,786.0,926.0,227.0,1273,340,192,977,869,344,2912,1198,240,3110,1980,307,Kansas,20
18,"Louisiana: Summary level: 040, state:22",2855924,1455478,28913,71476,4388,58283,69766,4544228,108441,57911,16889,122382,80426,35587,32312.0,12847.0,3705.0,42087.0,23873.0,9975.0,737.0,147.0,34.0,1031.0,288.0,0.0,1933.0,326.0,147.0,1518.0,970.0,242.0,,,,,,,650.0,582.0,0.0,645.0,392.0,49.0,976,391,44,1134,665,253,3487,2147,295,3824,2573,795,Louisiana,22
19,"Maine: Summary level: 040, state:23",1265687,15121,6876,13678,601,2034,23570,1327567,52895,29762,8555,58166,39792,19134,176.0,35.0,0.0,92.0,58.0,0.0,68.0,82.0,0.0,105.0,11.0,0.0,77.0,44.0,0.0,217.0,187.0,0.0,,,,,,,,,,,,,606,168,56,271,101,33,294,78,48,411,176,48,Maine,23
20,"Maryland: Summary level: 040, state:24",3408003,1701903,18928,319965,2122,175162,159899,5785982,126778,70209,25458,142666,98411,52811,39435.0,17309.0,3395.0,53100.0,27829.0,11278.0,136.0,50.0,303.0,462.0,360.0,0.0,8832.0,3334.0,890.0,11113.0,4406.0,1375.0,,,,,,,2162.0,197.0,0.0,1312.0,301.0,117.0,1206,693,421,2524,950,277,4977,1762,322,5424,2674,969,Maryland,24
21,"Massachusetts: Summary level: 040, state:25",5320148,443271,13481,353211,1083,245326,180734,6557254,188880,116490,39095,222924,162568,96947,8363.0,3753.0,1084.0,12438.0,6485.0,2987.0,775.0,360.0,41.0,469.0,136.0,56.0,6714.0,3780.0,977.0,7736.0,4180.0,1609.0,,,,,,,2544.0,1983.0,292.0,3226.0,1403.0,365.0,2430,594,180,2274,1549,429,6650,3020,925,10171,4517,1756,Massachusetts,25
22,"Michigan: Summary level: 040, state:26",7834808,1385311,57394,241095,2268,114906,241792,9877574,298956,166714,55202,332973,226183,116741,30963.0,16752.0,5004.0,41578.0,25601.0,13103.0,1635.0,668.0,157.0,1420.0,615.0,139.0,5231.0,2297.0,138.0,5519.0,2677.0,701.0,,,,,,,1346.0,571.0,0.0,877.0,826.0,104.0,3380,939,99,3703,1657,1036,5561,3243,707,6619,3214,818,Michigan,26
23,"Minnesota: Summary level: 040, state:27",4573199,273680,57270,209834,2078,66664,127859,5310584,161156,92990,32998,177028,122587,70612,2418.0,1561.0,136.0,4151.0,1506.0,394.0,1115.0,269.0,155.0,1184.0,409.0,12.0,3139.0,1395.0,331.0,4721.0,1118.0,860.0,,,,,,,260.0,63.0,0.0,531.0,24.0,43.0,1199,213,59,1048,545,392,1788,756,98,2001,890,454,Minnesota,27
24,"Mississippi: Summary level: 040, state:28",1767532,1109263,12478,26354,196,22381,31832,2970036,74341,39163,8412,84748,55349,23264,23674.0,9892.0,2888.0,31650.0,16842.0,8552.0,477.0,0.0,0.0,186.0,145.0,0.0,670.0,324.0,17.0,214.0,313.0,0.0,,,,,,,77.0,0.0,0.0,36.0,87.0,0.0,472,0,58,529,78,298,833,208,65,517,465,274,Mississippi,28
25,"Missouri: Summary level: 040, state:29",4983469,703257,21642,93404,4757,57171,132531,5996231,191510,104782,35344,214782,142466,75139,14404.0,7505.0,1133.0,21757.0,11529.0,6369.0,785.0,343.0,122.0,409.0,366.0,200.0,2199.0,707.0,68.0,2527.0,660.0,296.0,,,,,,,734.0,180.0,50.0,637.0,213.0,65.0,1337,818,190,1549,898,777,2664,1306,413,2680,1761,833,Missouri,29
26,"Montana: Summary level: 040, state:30",890335,4835,61645,5494,592,4114,23883,990898,38523,21213,5974,38573,23428,13580,,,,,,,854.0,427.0,33.0,1168.0,848.0,200.0,,,,,,,,,,,,,,,,,,,489,176,0,567,207,0,134,198,143,576,154,142,Montana,30
27,"Nebraska: Summary level: 040, state:31",1627046,80630,17005,29248,2257,34134,40109,1830429,55387,34677,12671,61569,47870,26956,1311.0,808.0,57.0,1635.0,1175.0,180.0,167.0,27.0,0.0,136.0,158.0,30.0,256.0,50.0,192.0,572.0,260.0,24.0,,,,,,,143.0,139.0,40.0,140.0,158.0,64.0,390,0,0,396,154,8,1023,1082,79,1258,1172,148,Nebraska,31
28,"Nevada: Summary level: 040, state:32",1970730,216792,26812,197350,16279,171561,105118,2704642,81360,37835,11000,81724,44096,15125,6062.0,2803.0,169.0,6655.0,3144.0,717.0,979.0,192.0,121.0,1212.0,592.0,244.0,6044.0,2606.0,854.0,8464.0,4070.0,713.0,828.0,156.0,0.0,195.0,127.0,0.0,2045.0,336.0,93.0,1851.0,887.0,388.0,944,152,51,1632,610,57,8888,3232,913,10122,4137,1402,Nevada,32
29,"New Hampshire: Summary level: 040, state:33",1238424,15448,2888,28125,297,10430,21147,1316759,46048,24448,7611,49595,32756,15825,240.0,40.0,0.0,283.0,0.0,0.0,,,,,,,421.0,77.0,0.0,454.0,169.0,0.0,,,,,,,70.0,59.0,0.0,16.0,0.0,0.0,377,77,57,421,50,140,714,326,0,685,440,70,New Hampshire,33
30,"New Jersey: Summary level: 040, state:34",6103285,1186144,18956,725077,2500,536350,229312,8801624,222723,139113,48603,262962,197997,111431,28020.0,12174.0,3836.0,40875.0,21784.0,9134.0,300.0,0.0,57.0,833.0,437.0,58.0,18010.0,6491.0,1730.0,20674.0,7418.0,2536.0,,,,,,,6750.0,2195.0,136.0,8173.0,3287.0,1126.0,3769,1262,243,4372,2001,520,26812,11537,1718,33230,16920,5833,New Jersey,34
31,"New Mexico: Summary level: 040, state:35",1515500,40588,195112,25323,1195,228992,59222,2065932,61899,35481,8275,68346,39226,20217,1127.0,750.0,133.0,1348.0,470.0,313.0,3931.0,1673.0,667.0,5874.0,2694.0,614.0,817.0,47.0,57.0,720.0,601.0,108.0,,,,,,,5197.0,1752.0,622.0,4707.0,3159.0,547.0,1188,650,95,1387,471,218,23592,11893,3100,26274,15098,6501,New Mexico,35
32,"New York: Summary level: 040, state:36",12775673,3015272,71792,1433875,6597,1575686,513388,19392283,471034,289134,107080,551849,409876,224636,74608.0,32682.0,8937.0,111643.0,64020.0,26115.0,1816.0,579.0,232.0,1382.0,796.0,599.0,37501.0,17192.0,4405.0,42995.0,20579.0,8123.0,,,,,,,19151.0,9122.0,1504.0,34307.0,15842.0,5913.0,9244,3115,1288,9617,4920,1815,62566,27945,7751,87552,48154,17625,New York,36
33,"North Carolina: Summary level: 040, state:37",6666233,2050395,111756,211705,4404,298308,218757,9561558,265462,134697,37880,301472,188149,85176,48765.0,20328.0,5871.0,67995.0,35114.0,18283.0,2941.0,1028.0,77.0,3531.0,2143.0,347.0,3515.0,1247.0,0.0,4396.0,1371.0,415.0,,,,,,,719.0,272.0,0.0,1217.0,295.0,280.0,1641,529,120,2635,1648,57,5106,2030,165,5725,2531,846,North Carolina,37
34,"North Dakota: Summary level: 040, state:38",607058,8601,33384,7679,424,3578,13775,674499,21826,15270,4616,23608,18151,12148,25.0,0.0,0.0,0.0,0.0,0.0,507.0,223.0,0.0,567.0,125.0,24.0,,,,,,,,,,,,,,,,,,,50,99,0,62,330,0,0,323,0,210,173,24,North Dakota,38
35,"Ohio: Summary level: 040, state:39",9569990,1412002,21331,197489,1492,93309,240569,11536182,350851,204815,65418,408336,285115,146009,32831.0,16982.0,4726.0,44749.0,27757.0,11467.0,432.0,82.0,83.0,814.0,202.0,151.0,4123.0,1255.0,475.0,4425.0,2553.0,703.0,,,,,,,833.0,263.0,0.0,694.0,616.0,216.0,2757,846,152,2932,1402,554,3856,2661,184,5475,2466,1289,Ohio,39
36,"Oklahoma: Summary level: 040, state:40",2764307,270132,261746,65232,4234,98269,297782,3761702,112269,63186,17402,126616,82618,37909,6116.0,2024.0,946.0,7128.0,4071.0,1744.0,5978.0,2563.0,506.0,7145.0,3448.0,1348.0,1212.0,656.0,91.0,2208.0,1161.0,193.0,,,,,,,1146.0,169.0,119.0,504.0,412.0,66.0,5082,2095,579,6770,3163,1007,2478,1590,374,2244,1655,396,Oklahoma,40
37,"Oregon: Summary level: 040, state:41",3262714,70368,49975,141586,12769,163581,137964,3838957,131179,67429,26423,141801,90312,47801,1930.0,248.0,167.0,1669.0,578.0,461.0,1159.0,453.0,94.0,1038.0,576.0,63.0,2432.0,1312.0,344.0,3782.0,2259.0,994.0,106.0,93.0,0.0,0.0,107.0,272.0,952.0,215.0,582.0,1286.0,389.0,369.0,1393,708,146,2589,662,520,4125,680,836,4239,1917,1080,Oregon,41
38,"Pennsylvania: Summary level: 040, state:42",10492442,1376234,20429,350234,2758,228468,239065,12709630,408838,250010,94832,472598,361615,198678,31293.0,13443.0,5411.0,42208.0,28227.0,11167.0,920.0,213.0,0.0,457.0,346.0,45.0,8220.0,3128.0,532.0,9344.0,4455.0,728.0,,,,,,,2305.0,623.0,91.0,2948.0,981.0,491.0,2541,1691,416,3379,2106,1085,7939,3167,980,10023,4857,1949,Pennsylvania,42
39,"Rhode Island: Summary level: 040, state:44",857493,62822,3176,30939,1104,68424,28928,1052886,31643,19715,7169,36999,29043,17547,683.0,462.0,252.0,1149.0,932.0,357.0,,,,,,,614.0,246.0,68.0,560.0,173.0,84.0,,,,,,,959.0,341.0,47.0,1398.0,149.0,238.0,287,0,36,524,226,0,2109,357,0,2591,446,324,Rhode Island,44
40,"South Carolina: Summary level: 040, state:45",3110798,1301988,12675,53658,1642,71127,84424,4636312,137520,64289,18874,151347,87609,38904,33069.0,12556.0,3227.0,45022.0,20678.0,10366.0,115.0,90.0,113.0,177.0,253.0,82.0,1567.0,595.0,0.0,3318.0,593.0,51.0,,,,,,,272.0,226.0,0.0,664.0,92.0,128.0,967,452,0,911,233,500,1539,539,197,2209,1387,314,South Carolina,45
41,"South Dakota: Summary level: 040, state:46",701880,10743,73601,8001,82,6060,16096,816463,26409,16467,6496,29055,21820,12453,126.0,0.0,0.0,0.0,0.0,0.0,967.0,541.0,200.0,1720.0,447.0,198.0,,,,,,,,,,,,,90.0,0.0,107.0,0.0,0.0,0.0,82,176,126,322,70,20,138,89,247,122,246,0,South Dakota,46
42,"Tennessee: Summary level: 040, state:47",4982270,1066253,16704,93038,2039,88596,107997,6356897,204915,99090,25768,227299,138158,63528,20603.0,9320.0,2046.0,30034.0,17059.0,7622.0,284.0,128.0,85.0,492.0,177.0,0.0,2284.0,712.0,0.0,2366.0,896.0,126.0,,,,,,,346.0,0.0,0.0,1297.0,0.0,0.0,998,1159,262,1630,957,281,2571,833,59,3166,1434,160,Tennessee,47
43,"Texas: Summary level: 040, state:48",18716520,2970243,129162,969500,18528,1905113,548048,25257114,580784,300814,92151,654311,406639,180451,56071.0,24035.0,7271.0,75075.0,40912.0,18008.0,3205.0,1107.0,348.0,2717.0,1273.0,395.0,20567.0,8149.0,1127.0,24096.0,9801.0,3929.0,224.0,0.0,0.0,52.0,133.0,48.0,21826.0,10067.0,2314.0,27424.0,14135.0,3645.0,8034,3200,925,7661,4257,1762,142756,68025,18505,177481,97643,34321,Texas,48
44,"Utah: Summary level: 040, state:49",2466280,28701,34663,51846,26013,103476,65490,2776469,62998,34782,10972,69309,42949,18352,250.0,103.0,0.0,631.0,97.0,88.0,879.0,39.0,0.0,592.0,362.0,89.0,809.0,395.0,309.0,1187.0,947.0,236.0,281.0,36.0,0.0,156.0,204.0,209.0,1085.0,71.0,0.0,640.0,149.0,309.0,389,152,58,391,198,97,3665,1052,114,3414,1404,786,Utah,49
45,"Vermont: Summary level: 040, state:50",597325,6564,1542,7813,186,2215,10315,625960,23577,12027,4330,25321,15978,8708,52.0,0.0,0.0,119.0,37.0,24.0,,,,,,,95.0,158.0,0.0,285.0,69.0,24.0,,,,,,,,,,,,,0,75,30,85,65,24,81,274,0,214,8,0,Vermont,50
46,"Virginia: Summary level: 040, state:51",5573934,1569497,24477,438003,6709,192699,219298,8024617,207429,104891,32196,229141,143810,68573,35744.0,16675.0,5827.0,48141.0,29195.0,11334.0,656.0,136.0,25.0,573.0,376.0,125.0,11042.0,3301.0,758.0,12363.0,5703.0,1084.0,,,,,,,619.0,44.0,0.0,949.0,302.0,42.0,2750,850,279,3349,1367,472,4831,1915,640,5731,3466,1713,Virginia,51
47,"Washington: Summary level: 040, state:53",5308097,239112,99736,485029,39889,269378,303255,6744496,197516,98716,38944,210609,127520,73103,4454.0,2424.0,118.0,4358.0,2387.0,926.0,2141.0,1035.0,131.0,2118.0,1181.0,444.0,11472.0,4147.0,1950.0,15272.0,8556.0,2851.0,531.0,63.0,0.0,200.0,0.0,0.0,1431.0,693.0,254.0,2129.0,1720.0,134.0,2329,1493,564,3808,1353,1303,6281,1926,705,7182,4147,1137,Washington,53
48,"West Virginia: Summary level: 040, state:54",1740520,57509,3094,10838,701,5152,36159,1853973,76453,39582,10675,83434,54545,24336,1332.0,821.0,141.0,1510.0,1583.0,760.0,,,,,,,241.0,13.0,97.0,389.0,249.0,42.0,,,,,,,,,,,,,150,256,0,859,487,342,521,339,167,304,333,82,West Virginia,54
49,"Wisconsin: Summary level: 040, state:55",4951854,350438,47703,129033,1357,89857,120805,5691047,181913,104365,37987,198834,141951,79280,5357.0,2544.0,613.0,7128.0,3848.0,1239.0,778.0,463.0,150.0,1197.0,353.0,590.0,1959.0,482.0,178.0,1427.0,1535.0,120.0,,,,,,,609.0,387.0,42.0,834.0,284.0,109.0,753,493,29,883,524,251,3046,1216,260,3312,2032,330,Wisconsin,55
50,"Wyoming: Summary level: 040, state:56",513623,4612,14581,3803,347,12376,15118,564460,19068,8570,3326,19031,11698,5302,,,,,,,250.0,71.0,0.0,477.0,149.0,0.0,,,,,,,,,,,,,85.0,131.0,86.0,282.0,58.0,21.0,123,19,20,95,104,9,308,324,148,920,485,30,Wyoming,56
51,"Puerto Rico: Summary level: 040, state:72",2523383,281915,6470,13248,0,399238,497879,3722133,104960,57480,17147,131358,74106,31018,11529.0,4815.0,1529.0,12462.0,6346.0,3043.0,351.0,86.0,0.0,279.0,236.0,41.0,169.0,80.0,59.0,491.0,0.0,138.0,,,,,,,12723.0,4976.0,1804.0,12318.0,8109.0,2226.0,12741,6028,1345,14223,8450,3055,141271,72846,21662,169898,96290,39229,Puerto Rico,72
